datetime,open,high,low,close,volume,return
20071024,151.21,151.95,148.0,151.77,7586255,0.0031064111037673037
20071025,151.68,152.29,149.88,151.98,5497055,0.0013836726625813256
20071026,153.06,153.97,151.9,153.8,3789507,0.011975259902618829
20071029,153.92,154.44,153.55,153.92,2486597,0.0007802340702209865
20071030,153.43,153.75,152.86,152.9,3011587,-0.006626819126819061
20071031,153.98,155.27,152.84,154.73,5036620,0.011968606932635684
20071101,153.33,154.3,150.59,151.02,7323842,-0.023977250694758534
20071102,151.54,151.56,149.21,151.38,7350995,0.0023837902264600697
20071105,149.63,151.16,148.0,150.23,5159630,-0.0075967763244815245
20071106,150.84,152.11,149.5,151.74,3980250,0.010051254742728055
20071107,150.43,151.13,146.35,147.13,6923495,-0.030380914722551777
20071108,147.98,149.3,145.07,147.5,8745375,0.002514782845103092
20071109,145.51,147.54,144.85,144.87,6315470,-0.017830508474576234
20071112,145.2,146.61,143.44,143.88,5760717,-0.006833712984054774
20071113,145.26,148.31,145.22,147.95,4439490,0.02828746177370034
20071114,149.22,149.4,146.78,147.51,4776127,-0.0029739776951672736
20071115,146.79,147.6,144.38,145.51,5872647,-0.013558402820147752
20071116,146.28,146.47,144.57,145.95,6957340,0.003023847158270865
20071119,145.28,148.7,143.19,143.95,6291827,-0.013703323055840988
20071120,143.64,145.53,142.11,144.07,9639290,0.0008336227856895473
20071121,143.08,143.91,141.67,141.88,5777975,-0.015200943985562598
20071123,143.07,144.34,142.57,143.95,1890477,0.014589794192275019
20071126,144.38,144.94,140.66,140.86,4831872,-0.02146578673150379
20071127,141.74,143.23,140.95,142.6,6379420,0.012352690614794604
20071128,144.21,147.47,144.14,147.04,5699272,0.031136044880785363
20071129,146.61,148.2,146.1,148.07,4537940,0.007004896626768176
20071130,149.04,149.87,147.33,148.55,4993835,0.0032417100020261103
20071203,148.21,148.45,147.29,147.37,3460860,-0.007943453382699528
20071204,146.66,156.49,146.31,146.64,3140470,-0.004953518355160558
20071205,147.92,149.2,147.83,148.86,3769652,0.015139116202946168
20071206,148.63,151.21,148.57,150.94,3419742,0.013972860405750298
20071207,151.42,151.5,150.55,150.88,2828302,-0.0003975089439512969
20071210,151.25,161.61,150.86,152.06,2440810,0.00782078472958636
20071211,152.14,152.89,147.83,147.98,5605467,-0.02683151387610161
20071212,151.52,151.75,147.19,149.3,6124747,0.008920124341127433
20071213,148.32,149.39,147.3,149.11,4983832,-0.0012726054922973518
20071214,148.05,149.1,147.1,147.12,3245995,-0.013345852055529517
20071217,146.62,146.87,144.86,145.01,3685415,-0.014342033713975133
20071218,146.09,146.48,143.96,145.97,5677872,0.006620233087373251
20071219,145.95,146.89,144.94,145.85,4456300,-0.0008220867301500512
20071220,146.84,146.86,145.18,146.86,4028207,0.00692492286595825
20071221,147.37,148.43,147.09,148.32,3028455,0.009941440827999415
20071224,148.74,149.48,148.48,149.2,1084187,0.0059331175836030425
20071226,148.78,149.68,148.5,149.6,1432365,0.002680965147453085
